PSR,P0,P-dot,Telescope,Freq(MHz),best_alpha,alpha_Upper_Error,alpha_Lower_Error,best_beta,beta_upper_Error,beta_lower_Error,best_phase_offset,phase_offset_upper_error,phase_offset_lower_error,best_psi_offset,psi_offset_upper_error,psi_offset_lower_error,best_chi_red,Chi_upper_error,Chi_lower_error,best_K,K_upper_error,K_lower_error,w10,w10_error,w10_center,SN_peak,L_I,σ_LI,V_I,σ_VI,absV_I,σ_absVI,rho,drho_up,drho_down,PW,W10_MH,all_alpha_range,category
J0821-4221,0.3967301802158189,3.481243240821587e-15,MeerKAT,856-1712,87.54257606917253,24.350030470133206,23.903007596463432,2.2546804489461607,0.07827874697973414,0.3083141528008042,8.216236036552942,0.1540438389248493,0.20602575016583202,9.694320255280218,1.4067602104646717,1.159447139443742,0.947230427104644,0.2440951455805721,0.00031741548482810966,-25.39511291187851,1.793089222565552,1.9460986091017212,24.633431085043966,0.39315433488887874,6.8621700879765335,60.03145617982728,0.35390311600217017,0.007691631801166993,0.022696722571618644,0.005957227492367612,0.08389392545044579,0.005975899228873682,12.517323929298307,0.9638560537707841,1.1562095481476429,17.541749233033872,12.263156857667308,48.25303806659664,B
