PSR,P0,P-dot,Telescope,Freq(MHz),best_alpha,alpha_Upper_Error,alpha_Lower_Error,best_beta,beta_upper_Error,beta_lower_Error,best_phase_offset,phase_offset_upper_error,phase_offset_lower_error,best_psi_offset,psi_offset_upper_error,psi_offset_lower_error,best_chi_red,Chi_upper_error,Chi_lower_error,best_K,K_upper_error,K_lower_error,w10,w10_error,w10_center,SN_peak,L_I,σ_LI,V_I,σ_VI,absV_I,σ_absVI,rho,drho_up,drho_down,PW,W10_MH,all_alpha_range,category,exclusion_reasons
J1932+2220,0.1444697651444242,5.757173111382096e-14,FAST,1048–1452,13.54002115845976,12.019420474962365,9.934245136720332,-1.431634281731648,1.0462866417686327,1.199215036483578,6.713803446721022,0.0720693811797934,0.1087423415951436,35.78596150552129,1.0878722599705242,1.4567905040687137,3.1204451872930905,0.1218463416064987,0.0089708024444936,9.370928258831045,0.0559635106891445,0.043696539191389,23.917928676111384,0.070583426252383,0.7914020517830913,291.31687209553326,0.7413919028735462,0.0018115716737444,0.078831924639619,0.0012881168422783,0.0825002072293589,0.0012884830375722,3.008270884157862,2.218588251980248,1.5924457819758742,19.288302713941352,10.319079460399571,21.95366561168269,A,[]
J1937+2544,0.2009802024421819,6.429166572519382e-16,FAST,1048–1452,33.782492656186044,3.761834751582292,3.557594737475004,2.748020551843287,0.3075192070856012,0.2949978101299182,14.561556841580549,0.1098191045414314,0.1065687493405249,-39.55580901651787,0.6205725134618731,0.7077690328520134,3.239721864980144,0.08699196169034,0.0005314656693031,-11.597824042663618,0.2117369404624938,0.2075300646310616,42.91157791890569,0.098177206751596,8.353688324377131,340.3789666549582,0.298337095547611,0.000895431964646,-0.0284680123114551,0.0007070651432771,0.0369831594019438,0.0007072868614006,12.601023287326518,1.1069536304521903,1.088543479928977,22.03590955286535,20.980706817154555,7.319429489057295,A,[]
J1937-00,0.2401,--,FAST,1048–1452,78.54898540371893,40.91703736553707,48.51228347225575,-9.86097891068876,4.614568661028658,0.3024674504713527,6.827145659968384,1.8539660161762352,3.4362346203691723,42.34139152390655,13.376650730492024,20.378561201088413,1.790188632620195,0.7339523237763812,0.0015756018188783,5.722908764058647,0.5561018997257934,0.451275628749455,19.02152641878672,0.474451725084452,-1.4090019569471623,65.06397170950628,0.3111898093427964,0.0073570845946876,0.0154284152343494,0.0065142584906889,0.0423515851723996,0.0065196951979772,13.424759275860009,2.833888071336098,2.807691884308248,17.04240984783532,16.33790886936174,89.42932083779282,C,[]
J1938+0650,1.121561892,5.68e-15,FAST,1048–1452,48.468763153777246,49.69477172088197,38.65309317993764,-1.0726692416308985,0.8260404183405193,0.3478532441423774,0.6439657191663615,0.0810757215394515,0.0944756885602972,15.9803799780496,2.524148103106693,3.133705252928525,2.1866541944700657,0.3867675310191001,0.0395419557728975,39.98791174527807,2.458409610085262,2.25963411719669,10.376160234489507,0.5484966322656559,-0.3517342452369321,178.4709101194188,0.0932818785023043,0.0024154596344082,0.0396523113641567,0.0019906851167155,0.045520403225404,0.0019911282298299,3.997229481800164,1.2606627397801375,2.639717493973518,5.304444468555706,4.600975978081842,88.34786490081962,C,[]
J1938+14A,1.661,--,FAST,1048–1452,175.60432054731606,3.0408045666639225,12.271758846601102,0.1005967036262697,0.2750373837943376,0.069351438162972,1.8253210268395952,0.1140455959007562,0.1139492795738652,-56.81474518179694,1.0519487796635474,1.0323257862348498,65.82043452666463,0.4748540094219748,0.013714885254501,-43.65322909989664,2.158333628699147,2.72440884936141,11.964809384164212,1.6231391721589867,4.046920821114366,275.41523765578506,0.2313163754794998,0.0040005215393165,0.0788120133427654,0.0032451822941525,0.0919156796325975,0.0032493573689832,0.4640771914312356,0.3158587900447104,1.2489923217717696,9.259722961430189,7.148286011283564,15.312563413265025,A,[]
J1938+2213,0.1661155731566,4.24423e-14,FAST,1048–1452,130.99793699181288,1.9106515536229551,2.255054702615155,8.329475462846679,0.2501675840035151,0.2287929826802237,12.780724722435629,0.3710912007545186,0.3911402219058413,-63.15303827554629,2.322456266475271,2.337012470926439,7.182837607097578,0.0766762328451609,0.0002800371794666,-5.2098986323211625,0.0194344332103968,0.0230795084643471,37.459697117733256,0.0811174248962592,0.3517342452369352,801.9875770974681,0.4705239306735564,0.0005380715776676,0.0253435547661297,0.0003957425334986,0.0384037916055859,0.0003959015695362,15.54877195983657,0.3967992636328421,0.4495539824668766,32.03817464915766,20.07921031110197,4.16570625623811,A,[]
J1938+2659,0.883331781241,3.2275e-15,FAST,1048–1452,137.52978054194273,32.321904533288546,46.79744784875288,-0.8598415939304654,0.6419622267767519,0.4841511119397413,-6.499464711771638,0.1192439052890437,0.1218394742290902,-24.30214267182357,1.703291180895448,1.83491621528821,5.469246574957323,0.7638655502773828,0.0355378004721389,44.99428528795862,5.553231537846067,4.952977193606415,16.908023483365966,1.7675858509999007,-5.98825831702544,44.86917499942127,0.3080599091648039,0.0107338010978641,0.0562974438626784,0.0101283396606274,0.1550781013691743,0.0102044111622458,5.815706161457581,4.044860442085807,2.6842363479267743,10.05630828235753,8.26071715795558,79.11935238204143,B,[]
J1939+10,2.3114,--,FAST,1048–1452,151.74488431683858,22.19622524300658,32.56659641674207,-1.520748142420124,1.1820704683450804,1.344954280022827,-5.289462244353566,0.1590379153029779,0.1410844075686919,-35.60900490489121,1.339920493475084,1.3166611603346752,9.632897441099797,0.4676384335731107,0.0346667380287293,17.837871858572043,0.5413680732243407,0.773390728024161,16.891495601173023,2.263538836087372,-3.695014662756604,133.6214746230289,0.3922229912614067,0.0054396968123815,0.0243178059839592,0.0038731505791595,0.0611016542105807,0.0038811780131246,4.365867105542614,2.569980680008887,3.289375226913269,6.5211337986057645,6.873039956963535,54.76282165974865,B,[]
J1945+1211,4.756796379379277,3.7787276697442586e-15,FAST,1048–1452,169.49751516433838,8.006642254566799,15.862035826774076,1.8740652960115065,2.683769745163945,1.4263599610826367,12.869276830997247,0.2055386842388493,0.236353267704434,15.887584627294691,0.9893360554933892,0.8585330644273377,7.268928464898393,0.1010268888586578,0.0055490843322036,-5.5737823951186085,0.0763645750568997,0.0866527492412956,34.99755740107475,2.3272457025776228,11.255495847581823,158.96397728832187,0.4368717164853078,0.0021341118527618,0.0191383774917391,0.0015848055834737,0.0625729974539848,0.0015889947826372,3.4386250532045195,2.292909246784079,4.287513444450051,17.881489825623525,17.002154212531202,23.868678081340875,A,[]
J1946+1805,0.4406184769108469,2.409237937321763e-17,FAST,1048–1452,156.8175506997538,1.1346976253676928,1.3670055508004282,-16.817991132306958,0.8471311112602677,1.0267811608925967,-21.69582730552441,1.295801990796832,3.661904969520439,-33.46515479634403,1.9799243632185792,6.16574325288547,39.15541466741952,0.2794014518393766,0.0020683789663991,1.3605816834075792,0.0066719139451199,0.0078070052188612,61.29158512720159,0.8606807209839893,4.227005870841488,663.4257023771218,0.3764854726865616,0.00046478775113,-0.0924397434396768,0.0003344025058594,0.0926486182102792,0.0003344131816923,22.796397317529813,0.8072864891692346,0.9878447643291912,52.34161986912521,43.88760812744224,2.501703176168121,A,[]
